,Date / Time,City,State,Shape,Shape,views
38313,8/16/10 21:30,Walla Walla,WA,Other,Other,5932
38314,8/16/10 21:30,Lowell,MI,Fireball,Fireball,7536
38315,8/16/10 21:15,Pittstown,NJ,Circle,Circle,9315
38316,8/16/10 21:00,White Lake,WI,Light,Light,18879
38317,8/16/10 21:00,Hialeah,FL,Light,Light,18879
38318,8/16/10 20:58,Antioch,CA,Light,Light,18879
38319,8/16/10 20:15,Circleville,NY,Light,Light,18879
38320,8/16/10 19:45,Morgantown,WV,Cigar,Cigar,1896
38321,8/16/10 11:14,Glendale,CA,Circle,Circle,9315
38322,8/16/10 03:30,Barton City,MI,Triangle,Triangle,8330
38323,8/15/10 23:30,Weaverville,CA,Fireball,Fireball,7536
38324,8/15/10 22:08,Portland,OR,Sphere,Sphere,5884
38325,8/15/10 22:00,Caldwell,ID,Cylinder,Cylinder,1370
38326,8/15/10 21:45,Round Rock,TX,Oval,Oval,3862
38327,8/15/10 21:00,Visalia,CA,Light,Light,18879
38328,8/15/10 20:45,Conrad,MT,Sphere,Sphere,5884
38329,8/15/10 20:00,Warwick,PA,Light,Light,18879
38330,8/15/10 19:30,Whistling Straits,WI,Disk,Disk,4300
38331,8/15/10 16:07,Dixon,IL,Other,Other,5932
38332,8/15/10 16:00,Lynchburg,VA,Sphere,Sphere,5884
38333,8/15/10 04:00,Las Vegas,NV,Oval,Oval,3862
38334,8/15/10 02:00,Caldwell,ID,Light,Light,18879
38335,8/15/10 00:10,Walled Lake,MI,Circle,Circle,9315
38336,8/15/10 00:00,Deming,NM,Disk,Disk,4300
38337,8/14/10 23:45,Lynnwood,WA,Light,Light,18879
38338,8/14/10 23:35,Orlando,FL,Oval,Oval,3862
38339,8/14/10 23:15,Sunriver,OR,Light,Light,18879
38340,8/14/10 23:00,Providence,RI,Diamond,Diamond,1313
38341,8/14/10 23:00,Ocala,FL,Light,Light,18879
38342,8/14/10 22:45,Warren,NH,Sphere,Sphere,5884
38343,8/14/10 22:30,Flint,MI,Other,Other,5932
38344,8/14/10 22:30,Warren,NH,Sphere,Sphere,5884
38345,8/14/10 22:00,Devore,CA,Triangle,Triangle,8330
38346,8/14/10 21:00,Wyndmoor,PA,Triangle,Triangle,8330
38347,8/14/10 20:48,Seattle,WA,Formation,Formation,2864
38348,8/14/10 20:40,Troy,MO,Light,Light,18879
38349,8/14/10 20:10,Westfield,NJ,Fireball,Fireball,7536
38350,8/14/10 20:00,Hollywood,CA,Disk,Disk,4300
38351,8/14/10 18:10,Burbank,CA,Circle,Circle,9315
38352,8/14/10 15:00,Waterville,WA,Oval,Oval,3862
38353,8/14/10 11:04,Mt. Pleasant,PA,Triangle,Triangle,8330
38354,8/14/10 10:00,Des Plaines,IL,Other,Other,5932
38355,8/14/10 03:20,Newport,NC,Light,Light,18879
38356,8/14/10 03:00,Kennewick,WA,Fireball,Fireball,7536
38357,8/14/10 03:00,Redwood Valley,CA,Formation,Formation,2864
38358,8/14/10 01:00,Murphy,TX,Oval,Oval,3862
38359,8/14/10 00:30,Grant,MI,Light,Light,18879
38360,8/13/10 00:00,Berryville,AR,Light,Light,18879
38361,8/13/10 23:58,Omaha,NE,Fireball,Fireball,7536
38362,8/13/10 23:43,Seaside,OR,Other,Other,5932
38363,8/13/10 23:40,Milton,NH,Triangle,Triangle,8330
38364,8/13/10 23:00,Yosemite,CA,Oval,Oval,3862
38365,8/13/10 22:45,Shelton,WA,Triangle,Triangle,8330
38366,8/13/10 22:45,Pompey,NY,Formation,Formation,2864
38367,8/13/10 22:25,Kingston,WA,Triangle,Triangle,8330
38368,8/13/10 22:25,Metuchen,NJ,Other,Other,5932
38369,8/13/10 22:00,Durango,CO,Light,Light,18879
38370,8/13/10 21:30,Eagle Lake,ME,Circle,Circle,9315
38371,8/13/10 21:00,N. Phoenix,AZ,Triangle,Triangle,8330
38372,8/13/10 20:30,Northfield Falls,VT,Sphere,Sphere,5884
38373,8/13/10 12:00,Wichita,KS,Oval,Oval,3862
38374,8/13/10 10:40,Winnetka,CA,Light,Light,18879
38375,8/13/10 04:52,Oak Lawn,IL,Light,Light,18879
38376,8/13/10 04:30,Hot Springs,VA,Changing,Changing,2275
38377,8/13/10 03:30,Lynnwood,WA,Circle,Circle,9315
38378,8/13/10 01:40,Port Angeles,WA,Sphere,Sphere,5884
38379,8/13/10 00:52,San Benito,TX,Circle,Circle,9315
38380,8/13/10 00:45,Kent,WA,Triangle,Triangle,8330
38381,8/13/10 00:13,Deer Park,WA,Light,Light,18879
38382,8/13/10 00:01,Deerfield,IL,Light,Light,18879
38383,8/13/10 00:00,Randolph,MA,Light,Light,18879
38384,8/12/10 23:35,Virginia Beach,VA,Triangle,Triangle,8330
38385,8/12/10 23:00,Tecumseh,KS,Circle,Circle,9315
38386,8/12/10 23:00,Berlin Township,MI,Triangle,Triangle,8330
38387,8/12/10 22:45,Mesa (Queen Creek),AZ,Other,Other,5932
38388,8/12/10 22:00,Fredericksburg,TX,Fireball,Fireball,7536
38389,8/12/10 21:45,Elkland,PA,Sphere,Sphere,5884
38390,8/12/10 21:30,Hilton Head Island,SC,Circle,Circle,9315
38391,8/12/10 20:42,Grandview,MO,Other,Other,5932
38392,8/12/10 20:34,Topsfield,MA,Other,Other,5932
38393,8/12/10 15:00,Rockaway Beach,MO,Circle,Circle,9315
38394,8/12/10 14:15,Secaucus,NJ,Sphere,Sphere,5884
38395,8/12/10 12:36,Hidden Hills,CA,Chevron,Chevron,1041
38396,8/12/10 12:30,Boise,ID,Triangle,Triangle,8330
38397,8/12/10 02:15,Hammond,IN,Circle,Circle,9315
38398,8/12/10 02:00,Gaston,SC,Changing,Changing,2275
38399,8/11/10 23:00,Medford,OR,Triangle,Triangle,8330
38400,8/11/10 23:00,Dewey,DE,Light,Light,18879
38401,8/11/10 23:00,Marshall,AR,Light,Light,18879
38402,8/11/10 22:00,Garden City Beach,SC,Formation,Formation,2864
38403,8/11/10 21:00,Rushville,IN,Disk,Disk,4300
38404,8/11/10 20:00,Freeland,MI,Light,Light,18879
38405,8/11/10 18:45,Naperville,IL,Sphere,Sphere,5884
38406,8/11/10 11:12,Cincinnati,OH,Other,Other,5932
38407,8/11/10 04:30,Vacaville,CA,Light,Light,18879
38408,8/11/10 03:00,El Paso,TX,Light,Light,18879
38409,8/11/10 02:36,Stonington,CT,Light,Light,18879
38410,8/11/10 01:00,Kent,WA,Triangle,Triangle,8330
38411,8/11/10,New Waverly,TX,Other,Other,5932
38412,8/10/10 00:00,Washington (west of),IA,Diamond,Diamond,1313
38413,8/10/10 22:30,Wilmington,NC,Light,Light,18879
38414,8/10/10 22:00,Northampton,MA,Other,Other,5932
38415,8/10/10 22:00,Boardman,OH,Fireball,Fireball,7536
38416,8/10/10 21:40,Highland,UT,Light,Light,18879
38417,8/10/10 21:30,Bainbridge,OH,Light,Light,18879
38418,8/10/10 21:30,Sequim,WA,Light,Light,18879
38419,8/10/10 21:00,Myrtle Beach,SC,Light,Light,18879
38420,8/10/10 20:27,North Myrtle Beach,SC,Light,Light,18879
38421,8/10/10 20:20,Glendale,AZ,Flash,Flash,1684
38422,8/10/10 17:45,Holden Beach,NC,Circle,Circle,9315
38423,8/10/10 10:00,New Carlisle,OH,Disk,Disk,4300
38424,8/10/10 09:55,San Antonio,TX,Flash,Flash,1684
38425,8/10/10 00:30,Ventura,CA,Oval,Oval,3862
38426,8/10/10 00:00,Saint Paul (east side),MN,Other,Other,5932
38427,8/10/10 00:00,Minoa,NY,Other,Other,5932
38428,8/9/10 23:15,Oklahoma City,OK,Circle,Circle,9315
38429,8/9/10 22:00,Craig,CO,Disk,Disk,4300
38430,8/9/10 21:38,Spokane Valley,WA,Formation,Formation,2864
38431,8/9/10 21:28,Savannah,GA,Formation,Formation,2864
38432,8/9/10 15:00,New York City (Central Park),NY,Circle,Circle,9315
38433,8/9/10 09:00,Ridgewood,NY,Other,Other,5932
38434,8/9/10 08:35,Las Vegas,NV,Other,Other,5932
38435,8/9/10 04:28,Beaumont,TX,Flash,Flash,1684
38436,8/9/10 00:16,Riegelwood,NC,Circle,Circle,9315
38437,8/8/10 22:00,El Paso,TX,Light,Light,18879
38438,8/8/10 21:40,Fond du Lac,WI,Circle,Circle,9315
38439,8/8/10 21:00,Dubuque,IA,Light,Light,18879
38440,8/8/10 20:05,Coventry,CT,Cigar,Cigar,1896
38441,8/8/10 19:00,Granite City,IL,Light,Light,18879
38442,8/8/10 17:55,Waukesha,WI,Circle,Circle,9315
38443,8/8/10 14:00,Morris,IL,Sphere,Sphere,5884
38444,8/8/10 09:00,Alstead,NH,Circle,Circle,9315
38445,8/8/10 06:05,Huron,SD,Rectangle,Rectangle,1436
38446,8/7/10 23:30,Moses Lake,WA,Sphere,Sphere,5884
38447,8/7/10 22:00,Yakima,WA,Triangle,Triangle,8330
38448,8/7/10 22:00,Waterboro,ME,Light,Light,18879
38449,8/7/10 21:30,Rehoboth Beach,DE,Light,Light,18879
38450,8/7/10 21:15,Miami,FL,Triangle,Triangle,8330
38451,8/7/10 21:00,South Cairo,NY,Light,Light,18879
38452,8/7/10 20:45,Cooperstown,NY,Fireball,Fireball,7536
38453,8/7/10 20:20,Baiting H,NY,Disk,Disk,4300
38454,8/7/10 20:10,Yuma,AZ,Light,Light,18879
38455,8/7/10 20:00,Peebles,OH,Circle,Circle,9315
38456,8/7/10 19:15,Surprise,AZ,Light,Light,18879
38457,8/7/10 15:30,Glen Echo,MD,Sphere,Sphere,5884
38458,8/7/10 01:11,Corinth,KY,Light,Light,18879
38459,8/7/10 00:30,North Kenai (Daniels Lake; east end),AK,Light,Light,18879
38460,8/6/10 23:00,Steelville,MO,Circle,Circle,9315
38461,8/6/10 22:30,Southport,NC,Fireball,Fireball,7536
38462,8/6/10 22:15,Sturgeon Bay,WI,Light,Light,18879
38463,8/6/10 22:10,Keene,NH,Light,Light,18879
38464,8/6/10 21:30,West Bend,WI,Fireball,Fireball,7536
38465,8/6/10 21:00,Sharon,MA,Triangle,Triangle,8330
38466,8/6/10 21:00,Chillicothe,IL,Light,Light,18879
38467,8/6/10 21:00,Oxford,CT,Cigar,Cigar,1896
38468,8/6/10 19:35,Clermont,FL,Cigar,Cigar,1896
38469,8/6/10 18:00,South Cairo,NY,Triangle,Triangle,8330
38470,8/6/10 18:00,Anchorage,AK,Circle,Circle,9315
38471,8/6/10 16:00,San Antonio,TX,Formation,Formation,2864
38472,8/6/10 14:40,Peabody,MA,Disk,Disk,4300
38473,8/6/10 05:00,Bucks County (city not specified),PA,Light,Light,18879
38474,8/6/10 02:00,Sioux Falls,SD,Fireball,Fireball,7536
38475,8/6/10 01:00,Colorado Springs,CO,Flash,Flash,1684
38476,8/6/10 00:30,Cheyenne,WY,Other,Other,5932
38477,8/6/10 00:00,Rochester Hills,MI,Triangle,Triangle,8330
38478,8/6/10 00:00,Clarksdale,MS,Light,Light,18879
38479,8/5/10 23:45,San Antonio,TX,Sphere,Sphere,5884
38480,8/5/10 23:45,San Antonio,TX,Sphere,Sphere,5884
38481,8/5/10 22:30,White Swan,WA,Light,Light,18879
38482,8/5/10 22:00,Key Largo,FL,Other,Other,5932
38483,8/5/10 21:00,Bellingham,WA,Light,Light,18879
38484,8/5/10 15:00,San Jose,CA,Other,Other,5932
38485,8/5/10 15:00,San Jose,CA,Light,Light,18879
38486,8/5/10 13:00,Cape May,NJ,Disk,Disk,4300
38487,8/5/10 03:15,Broken Arrow,OK,Light,Light,18879
38488,8/5/10 01:00,Perris,CA,Fireball,Fireball,7536
38489,8/5/10 00:00,Walters,OK,Other,Other,5932
38490,8/4/10 23:40,Dublin,IN,Sphere,Sphere,5884
38491,8/4/10 22:00,Provo,UT,Disk,Disk,4300
38492,8/4/10 21:57,Greensburg,IN,Triangle,Triangle,8330
38493,8/4/10 21:00,Melbourne,FL,Light,Light,18879
38494,8/4/10 20:50,Columbus,WI,Light,Light,18879
38495,8/4/10 20:25,Pa'akai Point- Mamalahoha Hwy,HI,Triangle,Triangle,8330
38496,8/4/10 19:00,Kunia,HI,Light,Light,18879
38497,8/4/10 18:08,Tampa,FL,Other,Other,5932
38498,8/4/10 07:00,Glen Rose,TX,Circle,Circle,9315
38499,8/4/10 01:00,Davis,CA,Other,Other,5932
38500,8/4/10 01:00,Palisade,NE,Light,Light,18879
38501,8/3/10 22:41,Grand Haven,MI,Light,Light,18879
38502,8/3/10 22:00,Terre haute outskirts,IN,Formation,Formation,2864
38503,8/3/10 21:05,Naval weapons base Fallbrook,CA,Oval,Oval,3862
38504,8/3/10 21:00,Silver City,NM,Light,Light,18879
38505,8/3/10 19:00,Erin,TN,Circle,Circle,9315
38506,8/3/10 18:00,Osage Beach,MO,Fireball,Fireball,7536
38507,8/3/10 14:00,Boston,MA,Changing,Changing,2275
38508,8/3/10 02:14,Long Beach,CA,Fireball,Fireball,7536
38509,8/3/10 01:00,Phoenix,AZ,Fireball,Fireball,7536
38510,8/3/10 00:00,Victoria,TX,Rectangle,Rectangle,1436
38511,8/2/10 21:45,Springfield,MO,Flash,Flash,1684
38512,8/2/10 21:35,Cedar Point/Emerald Isle/Swansboro,NC,Light,Light,18879
38513,8/2/10 09:50,Fairless Hills/Levittown,PA,Triangle,Triangle,8330
38514,8/2/10 06:00,Lake Elsinore,CA,Cigar,Cigar,1896
38515,8/2/10 02:50,San Antonio,TX,Changing,Changing,2275
38516,8/2/10 01:00,Red Lake,MN,Diamond,Diamond,1313
38517,8/1/10 22:15,Laurie (5 mi. W of; 52 mile marker on Osage),MO,Sphere,Sphere,5884
38518,8/1/10 22:00,Arkansas (while driving),AR,Triangle,Triangle,8330
38519,8/1/10 21:00,Woodhull,IL,Light,Light,18879
38520,8/1/10 20:20,Moorpark,CA,Sphere,Sphere,5884
38521,8/1/10 18:00,Dodge City,KS,Circle,Circle,9315
38522,8/1/10 09:12,Sandwich,MA,Circle,Circle,9315
38523,8/1/10 09:00,Chicago Ridge,IL,Disk,Disk,4300
38524,8/1/10 08:30,Rockaway Beach,MO,Light,Light,18879
38525,8/1/10 01:30,South Elgin,IL,Sphere,Sphere,5884
38526,8/1/10 01:04,Whittier,CA,Disk,Disk,4300
38527,8/1/10 00:50,Long Beach,CA,Light,Light,18879
38528,8/1/10 00:32,Hickam AFB,HI,Triangle,Triangle,8330
38529,8/1/10 00:30,South Elgin,IL,Light,Light,18879
38530,8/1/10 00:05,Brandon,SD,Fireball,Fireball,7536
38531,9/30/10 23:00,Paducah,KY,Triangle,Triangle,8330
38532,9/30/10 22:30,Terrebonne (rural area),MN,Light,Light,18879
38533,9/30/10 22:30,Monticello,GA,Light,Light,18879
38534,9/30/10 22:00,Colorado City,CO,Triangle,Triangle,8330
38535,9/30/10 21:55,Grafton,WI,Triangle,Triangle,8330
38536,9/30/10 21:30,Chicago,IL,Light,Light,18879
38537,9/30/10 21:00,League City,TN,Disk,Disk,4300
38538,9/30/10 20:23,Hesperia,CA,Light,Light,18879
38539,9/30/10 20:00,Algonac,MI,Sphere,Sphere,5884
38540,9/30/10 19:19,Woods Cross,UT,Light,Light,18879
38541,9/30/10 19:00,Burlington,WI,Diamond,Diamond,1313
38542,9/30/10 13:05,Cedar Rapids,IA,Triangle,Triangle,8330
38543,9/30/10 10:37,Plano,TX,Disk,Disk,4300
38544,9/30/10 10:30,Saluda,SC,Changing,Changing,2275
38545,9/30/10 07:00,Pontiac,MI,Sphere,Sphere,5884
38546,9/30/10 05:30,Spokane Valley,WA,Triangle,Triangle,8330
38547,9/30/10 02:50,Fort Worth,TX,Triangle,Triangle,8330
38548,9/30/10 02:25,Frankfort,IN,Flash,Flash,1684
38549,9/29/10 23:27,Pomona,CA,Formation,Formation,2864
38550,9/29/10 23:00,Sioux City,IA,Other,Other,5932
38551,9/29/10 22:00,Cape Coral,FL,Triangle,Triangle,8330
38552,9/29/10 22:00,Krum,TX,Light,Light,18879
38553,9/29/10 21:00,San Mateo,CA,Light,Light,18879
38554,9/29/10 20:45,Edmonds,WA,Formation,Formation,2864
38555,9/29/10 20:40,Cape Coral,FL,Triangle,Triangle,8330
38556,9/29/10 20:25,Brookfield,WI,Circle,Circle,9315
38557,9/29/10 19:00,Kennesaw,GA,Other,Other,5932
38558,9/29/10 03:00,Westminster,CO,Flash,Flash,1684
38559,9/28/10 22:20,Redding,CT,Light,Light,18879
38560,9/28/10 22:00,Yakima,WA,Chevron,Chevron,1041
38561,9/28/10 21:30,Little Rock,AR,Circle,Circle,9315
38562,9/28/10 21:00,San Francisco,CA,Light,Light,18879
38563,9/28/10 20:30,Greensboro,GA,Light,Light,18879
38564,9/28/10 20:10,Edgewater,FL,Light,Light,18879
38565,9/28/10 19:30,((Unspecified location)),IL,Chevron,Chevron,1041
38566,9/28/10 14:47,Salem,OR,Light,Light,18879
38567,9/28/10 13:00,Galesburg,IL,Oval,Oval,3862
38568,9/28/10 11:00,Omaha,NE,Sphere,Sphere,5884
38569,9/28/10 10:20,Knifley,KY,Light,Light,18879
38570,9/28/10 10:02,Santa Monica,CA,Oval,Oval,3862
38571,9/28/10 06:43,Columbus,GA,Light,Light,18879
38572,9/28/10 05:00,Breaux Bridge,LA,Circle,Circle,9315
38573,9/28/10 03:00,Amarillo,TX,Other,Other,5932
38574,9/27/10 23:00,Tiburon,CA,Cylinder,Cylinder,1370
38575,9/27/10 22:15,Kyle,TX,Chevron,Chevron,1041
38576,9/27/10 18:00,Canon City,CO,Cigar,Cigar,1896
38577,9/26/10 00:00,Chico,CA,Disk,Disk,4300
38578,9/26/10 22:45,Palo Alto,CA,Other,Other,5932
38579,9/26/10 22:12,Chino,CA,Disk,Disk,4300
38580,9/26/10 22:00,Springfield,MA,Light,Light,18879
38581,9/26/10 19:00,Audubon,IA,Oval,Oval,3862
38582,9/26/10 14:00,Seal Beach,CA,Light,Light,18879
38583,9/26/10 12:00,Eatontown,NJ,Disk,Disk,4300
38584,9/26/10 04:30,Sayville,NY,Other,Other,5932
38585,9/25/10 00:00,Salinas,CA,Light,Light,18879
38586,9/25/10 23:49,Wilsonville,OR,Triangle,Triangle,8330
38587,9/25/10 22:23,Bourne,MA,Fireball,Fireball,7536
38588,9/25/10 22:05,New Castle,PA,Fireball,Fireball,7536
38589,9/25/10 22:00,New Castle,PA,Formation,Formation,2864
38590,9/25/10 21:50,Manhattan Beach,CA,Fireball,Fireball,7536
38591,9/25/10 21:45,Los Angeles,CA,Light,Light,18879
38592,9/25/10 21:43,San Clemente,CA,Fireball,Fireball,7536
38593,9/25/10 21:43,Vandenberg AFB,CA,Light,Light,18879
38594,9/25/10 21:30,Thousand Oaks,CA,Circle,Circle,9315
38595,9/25/10 21:15,Grayslake,IL,Rectangle,Rectangle,1436
38596,9/25/10 21:00,Oceanside,CA,Light,Light,18879
38597,9/25/10 20:30,Deer Park,WA,Oval,Oval,3862
38598,9/25/10 19:45,Chatham,NJ,Circle,Circle,9315
38599,9/25/10 19:15,Brookfield,CT,Other,Other,5932
38600,9/25/10 15:30,Tampa,FL,Rectangle,Rectangle,1436
38601,9/25/10 11:15,Raleigh,NC,Cylinder,Cylinder,1370
38602,9/25/10 10:10,New Castle,PA,Fireball,Fireball,7536
38603,9/25/10 10:00,Tehachapi,CA,Flash,Flash,1684
38604,9/25/10 09:45,Fontana,CA,Disk,Disk,4300
38605,9/25/10 08:00,North Attleboro,MA,Oval,Oval,3862
38606,9/25/10 03:00,Cedar Rapids,IA,Circle,Circle,9315
38607,9/25/10 01:00,Houston,TX,Changing,Changing,2275
38608,9/24/10 23:30,Victoria,TX,Sphere,Sphere,5884
38609,9/24/10 21:30,Santa Monica,CA,Circle,Circle,9315
38610,9/24/10 21:20,Palmdale,CA,Light,Light,18879
38611,9/24/10 20:00,Nevada,NV,Rectangle,Rectangle,1436
38612,9/24/10 19:45,Kennebunkport,ME,Other,Other,5932
38613,9/24/10 19:45,Kennebunkport,ME,Other,Other,5932
38614,9/24/10 19:30,Henderson,NV,Fireball,Fireball,7536
38615,9/24/10 17:30,El Paso,TX,Other,Other,5932
38616,9/24/10 02:23,Kennedale,TX,Disk,Disk,4300
38617,9/23/10 19:30,Tumacacori,AZ,Chevron,Chevron,1041
38618,9/23/10 03:00,Fannett,TX,Disk,Disk,4300
38619,9/22/10 23:00,Los Angeles,CA,Disk,Disk,4300
38620,9/22/10 23:00,Eure,NC,Light,Light,18879
38621,9/22/10 22:55,Cornelius,OR,Sphere,Sphere,5884
38622,9/22/10 22:30,Orange,CA,Formation,Formation,2864
38623,9/22/10 22:10,Depoe Bay,OR,Fireball,Fireball,7536
38624,9/22/10 21:30,Los Angeles,CA,Other,Other,5932
38625,9/22/10 21:00,Santa Monica,CA,Fireball,Fireball,7536
38626,9/22/10 20:30,Warren,MI,Triangle,Triangle,8330
38627,9/22/10 19:45,Olive Branch,MS,Light,Light,18879
38628,9/22/10 09:01,Wilmington,NC,Oval,Oval,3862
38629,9/22/10 00:30,Lakewood,IL,Oval,Oval,3862
38630,9/22/10 00:20,Eddyville,KY,Sphere,Sphere,5884
38631,9/21/10 23:00,Marco Island,FL,Other,Other,5932
38632,9/21/10 22:21,Haddam,CT,Light,Light,18879
38633,9/21/10 21:30,Palm Bay,FL,Oval,Oval,3862
38634,9/21/10 21:30,Palm Bay,FL,Oval,Oval,3862
38635,9/21/10 21:30,Palm Bay,FL,Oval,Oval,3862
38636,9/21/10 19:50,Geneva,OH,Circle,Circle,9315
38637,9/21/10 19:00,Reno,NV,Other,Other,5932
38638,9/21/10 18:00,Fountain,CO,Oval,Oval,3862
38639,9/21/10 09:35,Virginia Beach,VA,Sphere,Sphere,5884
38640,9/21/10 08:59,Apollo,PA,Light,Light,18879
38641,9/21/10 08:32,Cicero,NY,Circle,Circle,9315
38642,9/21/10 07:08,Yorba Linda,CA,Light,Light,18879
38643,9/21/10 05:30,East Petersburg,PA,Chevron,Chevron,1041
38644,9/20/10 00:00,Kiluea,HI,Changing,Changing,2275
38645,9/20/10 23:20,Land O'Lakes,FL,Triangle,Triangle,8330
38646,9/20/10 22:30,Durham,CA,Other,Other,5932
38647,9/20/10 21:20,San Jose,CA,Fireball,Fireball,7536
38648,9/20/10 21:15,Ventura,CA,Changing,Changing,2275
38649,9/20/10 21:08,Ojai,CA,Sphere,Sphere,5884
38650,9/20/10 21:02,Oxnard,CA,Fireball,Fireball,7536
38651,9/20/10 18:00,Riverside,CA,Oval,Oval,3862
38652,9/20/10 07:00,Nashville,TN,Cigar,Cigar,1896
38653,9/19/10 21:00,Omaha,NE,Fireball,Fireball,7536
38654,9/19/10 14:38,Albuquerque,NM,Cylinder,Cylinder,1370
38655,9/19/10 10:02,Fort Mohave,AZ,Changing,Changing,2275
38656,9/19/10 00:05,Vero Beach,FL,Circle,Circle,9315
38657,9/18/10 23:45,Easton,PA,Sphere,Sphere,5884
38658,9/18/10 23:00,North East,PA,Fireball,Fireball,7536
38659,9/18/10 21:30,Louisville,KY,Triangle,Triangle,8330
38660,9/18/10 21:00,Kapolei (Oahu),HI,Light,Light,18879
38661,9/18/10 20:30,Westbury,NY,Fireball,Fireball,7536
38662,9/18/10 20:00,Norwalk,CA,Sphere,Sphere,5884
38663,9/18/10 19:30,Chesapeake Beach,MD,Circle,Circle,9315
38664,9/18/10 18:00,Woodbury,NY,Light,Light,18879
38665,9/18/10 05:00,Antioch,CA,Diamond,Diamond,1313
38666,9/18/10 03:50,Eagle Rock,CA,Sphere,Sphere,5884
38667,9/18/10 03:00,Butler,MO,Sphere,Sphere,5884
38668,9/17/10 22:30,Lake Charles,LA,Light,Light,18879
38669,9/17/10 22:00,Lindale,TX,Triangle,Triangle,8330
38670,9/17/10 21:56,Tinley Park,IL,Triangle,Triangle,8330
38671,9/17/10 20:45,Louisville,KY,Flash,Flash,1684
38672,9/17/10 20:20,Meadville,PA,Triangle,Triangle,8330
38673,9/17/10 19:50,Escondido,CA,Light,Light,18879
38674,9/17/10 19:40,Galloway,OH,Other,Other,5932
38675,9/17/10 19:00,Arlington,VA,Light,Light,18879
38676,9/17/10 16:30,Kettering,OH,Disk,Disk,4300
38677,9/17/10 13:00,Grand Junction,CO,Chevron,Chevron,1041
38678,9/17/10 07:30,Winterville,NC,Circle,Circle,9315
38679,9/17/10 06:30,Panorama City,CA,Circle,Circle,9315
38680,9/17/10 06:00,Jamestown,SC,Cigar,Cigar,1896
38681,9/17/10 05:45,Summerville,SC,Formation,Formation,2864
38682,9/17/10 03:00,Cambria,CA,Light,Light,18879
38683,9/17/10 01:00,Grand Junction,CO,Triangle,Triangle,8330
38684,9/16/10 22:00,Bouse,AZ,Other,Other,5932
38685,9/16/10 21:30,Fort Mill,SC,Light,Light,18879
38686,9/16/10 21:00,Hobe sound,FL,Triangle,Triangle,8330
38687,9/16/10 20:00,Bouse,AZ,Disk,Disk,4300
38688,9/16/10 18:48,Pomona,CA,Other,Other,5932
38689,9/16/10 15:00,Fort Wayne,IN,Oval,Oval,3862
38690,9/16/10 01:00,Bridgeport,CT,Light,Light,18879
38691,9/15/10 23:00,Caseyville,IL,Circle,Circle,9315
38692,9/15/10 22:45,East Greenwich,RI,Triangle,Triangle,8330
38693,9/15/10 21:35,Pinebluff,NC,Other,Other,5932
38694,9/15/10 21:00,San Jacinto,CA,Circle,Circle,9315
38695,9/15/10 20:10,Greensboro,NC,Light,Light,18879
38696,9/15/10 20:00,Highland Park,IL,Light,Light,18879
38697,9/15/10 20:00,Beechbottom (OH Co. Airport Rd.),WV,Circle,Circle,9315
38698,9/15/10 19:45,Barnwell,SC,Other,Other,5932
38699,9/15/10 19:40,Hampton Bays,NY,Triangle,Triangle,8330
38700,9/15/10 18:00,North Myrtle Beach,SC,Circle,Circle,9315
38701,9/15/10 17:00,Kenohsa,WI,Sphere,Sphere,5884
38702,9/15/10 14:30,Shelbyville,IN,Sphere,Sphere,5884
38703,9/15/10 11:00,Buckner,AR,Disk,Disk,4300
38704,9/15/10 08:50,Murfreesboro,TN,Cigar,Cigar,1896
38705,9/15/10 02:05,Covina,CA,Other,Other,5932
38706,9/15/10 00:00,Yuba City,CA,Chevron,Chevron,1041
38707,9/14/10 23:58,Fort Gaines,GA,Fireball,Fireball,7536
38708,9/14/10 23:30,Concord,CA,Cylinder,Cylinder,1370
38709,9/14/10 22:00,Okeechobee,FL,Light,Light,18879
38710,9/14/10 22:00,Fenton,MO,Fireball,Fireball,7536
38711,9/14/10 21:30,Brookfield,WI,Sphere,Sphere,5884
38712,9/14/10 21:00,Marco Island,FL,Fireball,Fireball,7536
38713,9/14/10 20:15,Brighton,CO,Light,Light,18879
38714,9/14/10 19:35,Denham Springs,LA,Light,Light,18879
38715,9/14/10 19:00,San Bernardino,CA,Light,Light,18879
38716,9/14/10 18:29,Tacoma Washington,WA,Disk,Disk,4300
38717,9/14/10 14:30,Portage,MI,Diamond,Diamond,1313
38718,9/14/10 12:40,Adairsville,GA,Other,Other,5932
38719,9/14/10 08:30,Lodi,CA,Circle,Circle,9315
38720,9/14/10 00:35,Picayune,MS,Light,Light,18879
38721,9/14/10 00:19,Jamison,PA,Triangle,Triangle,8330
38722,9/14/10 00:03,Dallas,TX,Triangle,Triangle,8330
38723,9/13/10 00:00,Sanger,TX,Flash,Flash,1684
38724,9/13/10 23:30,Hoffman,NC,Triangle,Triangle,8330
38725,9/13/10 23:00,Ft. Jones,CA,Triangle,Triangle,8330
38726,9/13/10 22:40,North Augusta,SC,Cigar,Cigar,1896
38727,9/13/10 21:30,Cumming,GA,Light,Light,18879
38728,9/13/10 21:30,Rock Springs,WY,Light,Light,18879
38729,9/13/10 21:00,Junction,TX,Light,Light,18879
38730,9/13/10 21:00,San Angelo,TX,Other,Other,5932
38731,9/13/10 21:00,Dalton,MA,Triangle,Triangle,8330
38732,9/13/10 20:50,Cumming,GA,Light,Light,18879
